Gender, Martial_Status, checking_account, Duration, Credit_history, Purpose, Credit_amount, Saving_Account, Employment, Installment, Debtors, Residence, Propety, Age, Other_installment, Housing, Credits, Job, Number_of_People, Telephone, Foreign_worker, Type_of_customer
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, new car, 976, <100 DM, <1 year, 1, none, 2, other, 23, none, own, 1, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, business, 841, <100-500 DM, 4-7 years, 2, none, 4, real estate, 23, none, rent, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 30, other credits existing, radio/television, 5771, <100 DM, 4-7 years, 4, none, 2, other, 25, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 12, delay in paying off, repairs, 1555, >=100 DM, >= 7 years, 4, none, 4, np property, 55, none, for free, 2, skilled employee, 2, none, yes, 2
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, new car, 1285, unknown, 4-7 years, 4, none, 4, np property, 32, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, >=200 DM, 6, other credits existing, new car, 1299, <100 DM, 1-4 years, 1, none, 1, real estate, 74, none, own, 3, unskilled non-resident, 2, none, no, 1
male, single, >=200 DM, 15, other credits existing, radio/television, 1271, unknown, 1-4 years, 3, none, 4, np property, 39, none, for free, 2, skilled employee, 1, yes, yes, 2
male, single, no account, 24, existing paid back duly till now, new car, 1393, <100 DM, 1-4 years, 2, guarantor, 2, real estate, 31, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 12, other credits existing, new car, 691, <100 DM, >= 7 years, 4, none, 3, society saving agreement, 35, none, own, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 15, other credits existing, new car, 5045, unknown, >= 7 years, 1, none, 4, other, 59, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 18, other credits existing, furniture/equipment, 2124, <100 DM, 1-4 years, 4, none, 4, real estate, 24, none, rent, 2, skilled employee, 1, none, yes, 2
male, single, 0 DM, 12, existing paid back duly till now, radio/television, 2214, <100 DM, 1-4 years, 4, none, 3, society saving agreement, 24, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 21, other credits existing, new car, 12680, unknown, >= 7 years, 4, none, 4, np property, 30, none, for free, 1, manager/self-employed, 1, yes, yes, 2
male, married/widowed, no account, 24, other credits existing, new car, 2463, <100-500 DM, 4-7 years, 4, none, 3, society saving agreement, 27, none, own, 2, skilled employee, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 12, existing paid back duly till now, radio/television, 1155, <100 DM, >= 7 years, 3, guarantor, 3, real estate, 40, bank, own, 2, unskilled resident, 1, none, yes, 1
male, divorced/separated, 0 DM, 30, existing paid back duly till now, furniture/equipment, 3108, <100 DM, <1 year, 2, none, 4, society saving agreement, 31, none, own, 1, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, no account, 10, existing paid back duly till now, used car, 2901, unknown, <1 year, 1, none, 4, real estate, 31, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 12, other credits existing, furniture/equipment, 3617, <100 DM, >= 7 years, 1, none, 4, other, 28, none, rent, 3, skilled employee, 1, yes, yes, 1
male, single, no account, 12, other credits existing, radio/television, 1655, <100 DM, >= 7 years, 2, none, 4, real estate, 63, none, own, 2, unskilled resident, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, used car, 2812, unknown, >= 7 years, 2, none, 4, real estate, 26, none, rent, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 36, other credits existing, education, 8065, <100 DM, 1-4 years, 3, none, 2, np property, 25, none, own, 2, manager/self-employed, 1, yes, yes, 2
male, single, no account, 21, other credits existing, used car, 3275, <100 DM, >= 7 years, 1, none, 4, other, 36, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, no account, 24, other credits existing, radio/television, 2223, <100-500 DM, >= 7 years, 4, none, 4, society saving agreement, 52, bank, own, 2, skilled employee, 1, none, yes, 1
male, single, >=200 DM, 12, other credits existing, new car, 1480, <500-1000 DM, unemplyed, 2, none, 4, np property, 66, bank, for free, 3, unskilled non-resident, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, new car, 1371, unknown, 1-4 years, 4, none, 4, real estate, 25, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, no account, 36, other credits existing, new car, 3535, <100 DM, 4-7 years, 4, none, 4, other, 37, none, own, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, radio/television, 3509, <100 DM, 4-7 years, 4, guarantor, 1, real estate, 25, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 36, other credits existing, used car, 5711, >=100 DM, >= 7 years, 4, none, 2, other, 38, none, own, 2, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 18, existing paid back duly till now, repairs, 3872, <100 DM, unemplyed, 2, none, 4, other, 67, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 39, other credits existing, radio/television, 4933, <100 DM, 4-7 years, 2, guarantor, 2, real estate, 25, none, own, 2, skilled employee, 1, none, yes, 2
male, single, no account, 24, other credits existing, new car, 1940, >=100 DM, >= 7 years, 4, none, 4, real estate, 60, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 12, all paid back duly, retraining, 1410, <100 DM, 1-4 years, 2, none, 2, real estate, 31, none, own, 1, unskilled resident, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, new car, 836, <100-500 DM, <1 year, 4, none, 2, society saving agreement, 23, bank, own, 1, unskilled resident, 1, none, yes, 2
male, divorced/separated, 0-200 DM, 20, existing paid back duly till now, used car, 6468, unknown, unemplyed, 1, none, 4, real estate, 60, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0-200 DM, 18, existing paid back duly till now, business, 1941, >=100 DM, 1-4 years, 4, none, 2, society saving agreement, 35, none, own, 1, unskilled resident, 1, yes, yes, 1
male, single, no account, 22, existing paid back duly till now, radio/television, 2675, <500-1000 DM, >= 7 years, 3, none, 4, other, 40, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 48, other credits existing, used car, 2751, unknown, >= 7 years, 4, none, 3, other, 38, none, own, 2, skilled employee, 2, yes, yes, 1
male, single, 0-200 DM, 48, delay in paying off, education, 6224, <100 DM, >= 7 years, 4, none, 4, np property, 50, none, for free, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 40, other credits existing, education, 5998, <100 DM, 1-4 years, 4, none, 3, np property, 27, bank, own, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0-200 DM, 21, existing paid back duly till now, business, 1188, <100 DM, >= 7 years, 2, none, 4, society saving agreement, 39, none, own, 1, skilled employee, 2, none, yes, 2
male, single, no account, 24, existing paid back duly till now, used car, 6313, unknown, >= 7 years, 3, none, 4, other, 41, none, own, 1, manager/self-employed, 2, yes, yes, 1
male, married/widowed, no account, 6, other credits existing, furniture/equipment, 1221, unknown, 1-4 years, 1, none, 2, society saving agreement, 27, none, own, 2, skilled employee, 1, none, yes, 1
male, divorced/separated, >=200 DM, 24, existing paid back duly till now, furniture/equipment, 2892, <100 DM, >= 7 years, 3, none, 4, np property, 51, none, for free, 1, skilled employee, 1, none, yes, 1
male, single, no account, 24, existing paid back duly till now, furniture/equipment, 3062, <500-1000 DM, >= 7 years, 4, none, 3, np property, 32, none, rent, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 9, existing paid back duly till now, furniture/equipment, 2301, <100-500 DM, <1 year, 2, none, 4, society saving agreement, 22, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 18, existing paid back duly till now, used car, 7511, unknown, >= 7 years, 1, none, 4, society saving agreement, 51, none, for free, 1, skilled employee, 2, yes, yes, 2
female, divorced/separated/married, no account, 12, other credits existing, furniture/equipment, 1258, <100 DM, <1 year, 2, none, 4, society saving agreement, 22, none, rent, 2, unskilled resident, 1, none, yes, 1
male, married/widowed, no account, 24, delay in paying off, new car, 717, unknown, >= 7 years, 4, none, 4, other, 54, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 9, existing paid back duly till now, new car, 1549, unknown, <1 year, 4, none, 2, real estate, 35, none, own, 1, unskilled non-resident, 1, none, yes, 1
male, single, no account, 24, other credits existing, education, 1597, <100 DM, >= 7 years, 4, none, 4, np property, 54, none, for free, 2, skilled employee, 2, none, yes, 1
female, divorced/separated/married, 0-200 DM, 18, other credits existing, radio/television, 1795, <100 DM, >= 7 years, 3, guarantor, 4, real estate, 48, bank, rent, 2, unskilled resident, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 20, other credits existing, furniture/equipment, 4272, <100 DM, >= 7 years, 1, none, 4, society saving agreement, 24, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 12, other credits existing, radio/television, 976, unknown, >= 7 years, 4, none, 4, other, 35, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, new car, 7472, unknown, unemplyed, 1, none, 2, real estate, 24, none, rent, 1, unskilled non-resident, 1, none, yes, 1
male, single, 0 DM, 36, existing paid back duly till now, new car, 9271, <100 DM, 4-7 years, 2, none, 1, other, 24, none, own, 1, skilled employee, 1, yes, yes, 2
male, married/widowed, 0-200 DM, 6, existing paid back duly till now, radio/television, 590, <100 DM, <1 year, 3, none, 3, real estate, 26, none, own, 1, unskilled resident, 1, none, no, 1
male, single, no account, 12, other credits existing, radio/television, 930, unknown, >= 7 years, 4, none, 4, real estate, 65, none, own, 4, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 42, all at this bank paid back duly, used car, 9283, <100 DM, unemplyed, 1, none, 2, np property, 55, bank, for free, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 15, all paid back duly, new car, 1778, <100 DM, <1 year, 2, none, 1, real estate, 26, none, rent, 2, unskilled non-resident, 1, none, yes, 2
male, married/widowed, 0-200 DM, 8, existing paid back duly till now, business, 907, <100 DM, <1 year, 3, none, 2, real estate, 26, none, own, 1, skilled employee, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 6, existing paid back duly till now, radio/television, 484, <100 DM, 4-7 years, 3, guarantor, 3, real estate, 28, bank, own, 1, unskilled resident, 1, none, yes, 1
male, single, 0 DM, 36, other credits existing, used car, 9629, <100 DM, 4-7 years, 4, none, 4, other, 24, none, own, 2, skilled employee, 1, yes, yes, 2
male, single, 0 DM, 48, existing paid back duly till now, domestic appliances, 3051, <100 DM, 1-4 years, 3, none, 4, other, 54, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 48, existing paid back duly till now, new car, 3931, <100 DM, 4-7 years, 4, none, 4, np property, 46, none, for free, 1, skilled employee, 2, none, yes, 2
female, divorced/separated/married, 0-200 DM, 36, delay in paying off, new car, 7432, <100 DM, 1-4 years, 2, none, 2, society saving agreement, 54, none, rent, 1, skilled employee, 1, none, yes, 1
male, divorced/separated, no account, 6, existing paid back duly till now, domestic appliances, 1338, <500-1000 DM, 1-4 years, 1, none, 4, real estate, 62, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 6, other credits existing, radio/television, 1554, <100 DM, 4-7 years, 1, none, 2, other, 24, none, rent, 2, skilled employee, 1, yes, yes, 1
male, divorced/separated, 0 DM, 36, existing paid back duly till now, others, 15857, <100 DM, unemplyed, 2, co-applicant, 3, other, 43, none, own, 1, manager/self-employed, 1, none, yes, 1
male, married/widowed, 0 DM, 18, existing paid back duly till now, radio/television, 1345, <100 DM, 1-4 years, 4, none, 3, real estate, 26, bank, own, 1, skilled employee, 1, none, yes, 2
male, married/widowed, no account, 12, existing paid back duly till now, new car, 1101, <100 DM, 1-4 years, 3, none, 2, real estate, 27, none, own, 2, skilled employee, 1, yes, yes, 1
male, married/widowed, >=200 DM, 12, existing paid back duly till now, radio/television, 3016, <100 DM, 1-4 years, 3, none, 1, other, 24, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 36, existing paid back duly till now, furniture/equipment, 2712, <100 DM, >= 7 years, 2, none, 2, society saving agreement, 41, bank, own, 1, skilled employee, 2, none, yes, 2
male, single, 0 DM, 8, other credits existing, new car, 731, <100 DM, >= 7 years, 4, none, 4, real estate, 47, none, own, 2, unskilled resident, 1, none, yes, 1
male, divorced/separated, no account, 18, other credits existing, furniture/equipment, 3780, <100 DM, <1 year, 3, none, 2, other, 35, none, own, 2, manager/self-employed, 1, yes, yes, 1
male, married/widowed, 0 DM, 21, other credits existing, new car, 1602, <100 DM, >= 7 years, 4, none, 3, other, 30, none, own, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 18, other credits existing, new car, 3966, <100 DM, >= 7 years, 1, none, 4, real estate, 33, bank, rent, 3, skilled employee, 1, yes, yes, 2
male, single, no account, 18, all paid back duly, business, 4165, <100 DM, 1-4 years, 2, none, 2, other, 36, stores, own, 2, skilled employee, 2, none, yes, 2
male, single, 0 DM, 36, existing paid back duly till now, used car, 8335, unknown, >= 7 years, 3, none, 4, np property, 47, none, for free, 1, skilled employee, 1, none, yes, 2
male, single, 0-200 DM, 48, delay in paying off, business, 6681, unknown, 1-4 years, 4, none, 4, np property, 38, none, for free, 1, skilled employee, 2, yes, yes, 1
male, single, no account, 24, delay in paying off, business, 2375, <500-1000 DM, 1-4 years, 4, none, 2, other, 44, none, own, 2, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, new car, 1216, <100 DM, <1 year, 4, none, 3, other, 23, none, rent, 1, skilled employee, 1, yes, yes, 2
male, single, 0 DM, 45, all paid back duly, business, 11816, <100 DM, >= 7 years, 2, none, 4, other, 29, none, rent, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 24, existing paid back duly till now, radio/television, 5084, unknown, >= 7 years, 2, none, 4, other, 42, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, >=200 DM, 15, existing paid back duly till now, radio/television, 2327, <100 DM, <1 year, 2, none, 3, real estate, 25, none, own, 1, unskilled resident, 1, none, yes, 2
male, single, 0 DM, 12, all paid back duly, new car, 1082, <100 DM, 1-4 years, 4, none, 4, other, 48, bank, own, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 12, existing paid back duly till now, radio/television, 886, unknown, 1-4 years, 4, none, 2, other, 21, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 4, existing paid back duly till now, furniture/equipment, 601, <100 DM, <1 year, 1, none, 3, real estate, 23, none, rent, 1, unskilled resident, 2, none, yes, 1
male, single, 0 DM, 24, other credits existing, used car, 2957, <100 DM, >= 7 years, 4, none, 4, society saving agreement, 63, none, own, 2, skilled employee, 1, yes, yes, 1
male, married/widowed, no account, 24, other credits existing, radio/television, 2611, <100 DM, >= 7 years, 4, co-applicant, 3, real estate, 46, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0 DM, 36, existing paid back duly till now, furniture/equipment, 5179, <100 DM, 4-7 years, 4, none, 2, society saving agreement, 29, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 21, delay in paying off, used car, 2993, <100 DM, 1-4 years, 3, none, 2, real estate, 28, stores, own, 2, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 18, existing paid back duly till now, repairs, 1943, <100 DM, <1 year, 4, none, 4, real estate, 23, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 24, all at this bank paid back duly, business, 1559, <100 DM, 4-7 years, 4, none, 4, other, 50, bank, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 18, existing paid back duly till now, furniture/equipment, 3422, <100 DM, >= 7 years, 4, none, 4, society saving agreement, 47, bank, own, 3, skilled employee, 2, yes, yes, 1
male, single, 0-200 DM, 21, existing paid back duly till now, furniture/equipment, 3976, unknown, 4-7 years, 2, none, 3, other, 35, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 18, existing paid back duly till now, new car, 6761, unknown, 1-4 years, 2, none, 4, other, 68, none, rent, 2, skilled employee, 1, none, yes, 2
male, married/widowed, no account, 24, existing paid back duly till now, new car, 1249, <100 DM, <1 year, 4, none, 2, real estate, 28, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 9, existing paid back duly till now, radio/television, 1364, <100 DM, 4-7 years, 3, none, 4, real estate, 59, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, radio/television, 709, <100 DM, >= 7 years, 4, none, 4, real estate, 57, stores, own, 1, unskilled resident, 1, none, yes, 2
male, married/widowed, 0 DM, 20, other credits existing, new car, 2235, <100 DM, 1-4 years, 4, guarantor, 2, society saving agreement, 33, bank, rent, 2, skilled employee, 1, none, no, 2
male, single, no account, 24, other credits existing, used car, 4042, unknown, 4-7 years, 3, none, 4, society saving agreement, 43, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 15, other credits existing, radio/television, 1471, <100 DM, 1-4 years, 4, none, 4, np property, 35, none, for free, 2, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 18, all at this bank paid back duly, new car, 1442, <100 DM, 4-7 years, 4, none, 4, np property, 32, none, for free, 2, unskilled resident, 2, none, yes, 2
male, single, no account, 36, delay in paying off, new car, 10875, <100 DM, >= 7 years, 2, none, 2, other, 45, none, own, 2, skilled employee, 2, yes, yes, 1
male, married/widowed, no account, 24, existing paid back duly till now, new car, 1474, <100-500 DM, <1 year, 4, none, 3, real estate, 33, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 10, existing paid back duly till now, retraining, 894, unknown, 4-7 years, 4, none, 3, society saving agreement, 40, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 15, other credits existing, furniture/equipment, 3343, <100 DM, 1-4 years, 4, none, 2, np property, 28, none, for free, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 15, existing paid back duly till now, new car, 3959, <100 DM, 1-4 years, 3, none, 2, society saving agreement, 29, none, own, 1, skilled employee, 1, yes, yes, 2
male, single, no account, 9, existing paid back duly till now, new car, 3577, <100-500 DM, 1-4 years, 1, guarantor, 2, real estate, 26, none, rent, 1, skilled employee, 2, none, no, 1
male, single, no account, 24, other credits existing, used car, 5804, >=100 DM, 1-4 years, 4, none, 2, real estate, 27, none, own, 2, skilled employee, 1, none, yes, 1
male, married/widowed, no account, 18, delay in paying off, business, 2169, <100 DM, 1-4 years, 4, none, 2, other, 28, none, own, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, radio/television, 2439, <100 DM, <1 year, 4, none, 4, real estate, 35, none, own, 1, skilled employee, 1, yes, yes, 2
male, single, no account, 27, other credits existing, furniture/equipment, 4526, >=100 DM, <1 year, 4, none, 2, real estate, 32, stores, own, 2, unskilled resident, 2, yes, yes, 1
male, single, no account, 10, existing paid back duly till now, furniture/equipment, 2210, <100 DM, 1-4 years, 2, none, 2, real estate, 25, bank, rent, 1, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, no account, 15, existing paid back duly till now, furniture/equipment, 2221, <500-1000 DM, 1-4 years, 2, none, 4, other, 20, none, rent, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, radio/television, 2389, <100 DM, <1 year, 4, none, 1, other, 27, stores, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 12, other credits existing, furniture/equipment, 3331, <100 DM, >= 7 years, 2, none, 4, society saving agreement, 42, stores, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 36, existing paid back duly till now, business, 7409, unknown, >= 7 years, 3, none, 2, society saving agreement, 37, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, furniture/equipment, 652, <100 DM, >= 7 years, 4, none, 4, society saving agreement, 24, none, rent, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 36, delay in paying off, furniture/equipment, 7678, <500-1000 DM, 4-7 years, 2, none, 4, other, 40, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, >=200 DM, 6, other credits existing, new car, 1343, <100 DM, >= 7 years, 1, none, 4, real estate, 46, none, own, 2, skilled employee, 2, none, no, 1
male, single, 0 DM, 24, other credits existing, business, 1382, <100-500 DM, 4-7 years, 4, none, 1, real estate, 26, none, own, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 15, existing paid back duly till now, domestic appliances, 874, unknown, <1 year, 4, none, 1, real estate, 24, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, furniture/equipment, 3590, <100 DM, 1-4 years, 2, co-applicant, 2, society saving agreement, 29, none, own, 1, unskilled resident, 2, none, yes, 1
female, divorced/separated/married, 0-200 DM, 11, other credits existing, new car, 1322, >=100 DM, 1-4 years, 4, none, 4, other, 40, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0 DM, 18, all at this bank paid back duly, radio/television, 1940, <100 DM, <1 year, 3, co-applicant, 4, np property, 36, bank, for free, 1, manager/self-employed, 1, yes, yes, 1
male, single, no account, 36, existing paid back duly till now, radio/television, 3595, <100 DM, >= 7 years, 4, none, 2, other, 28, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 9, existing paid back duly till now, new car, 1422, <100 DM, <1 year, 3, none, 2, np property, 27, none, for free, 1, manager/self-employed, 1, yes, yes, 2
male, single, no account, 30, other credits existing, radio/television, 6742, unknown, 4-7 years, 2, none, 3, society saving agreement, 36, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 24, existing paid back duly till now, used car, 7814, <100 DM, 4-7 years, 3, none, 3, other, 38, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, divorced/separated, no account, 24, existing paid back duly till now, used car, 9277, unknown, 1-4 years, 2, none, 4, np property, 48, none, for free, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 30, other credits existing, new car, 2181, unknown, >= 7 years, 4, none, 4, real estate, 36, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 18, other credits existing, radio/television, 1098, <100 DM, unemplyed, 4, none, 4, other, 65, none, own, 2, unskilled non-resident, 1, none, yes, 1
male, divorced/separated, 0-200 DM, 24, existing paid back duly till now, furniture/equipment, 4057, <100 DM, 4-7 years, 3, none, 3, other, 43, none, own, 1, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, education, 795, <100 DM, <1 year, 4, none, 4, society saving agreement, 53, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0-200 DM, 24, other credits existing, business, 2825, unknown, 4-7 years, 4, none, 3, np property, 34, none, own, 2, skilled employee, 2, yes, yes, 1
male, single, 0-200 DM, 48, existing paid back duly till now, business, 15672, <100 DM, 1-4 years, 2, none, 2, other, 23, none, own, 1, skilled employee, 1, yes, yes, 2
male, single, no account, 36, other credits existing, new car, 6614, <100 DM, >= 7 years, 4, none, 4, other, 34, none, own, 2, manager/self-employed, 1, yes, yes, 1
male, single, no account, 28, all at this bank paid back duly, used car, 7824, unknown, <1 year, 3, guarantor, 4, real estate, 40, bank, rent, 2, skilled employee, 2, yes, yes, 1
male, single, 0 DM, 27, other credits existing, business, 2442, <100 DM, >= 7 years, 4, none, 4, other, 43, stores, own, 4, manager/self-employed, 2, yes, yes, 1
male, single, no account, 15, other credits existing, radio/television, 1829, <100 DM, >= 7 years, 4, none, 4, other, 46, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 12, other credits existing, new car, 2171, <100 DM, 1-4 years, 4, none, 4, society saving agreement, 38, bank, own, 2, unskilled resident, 1, none, no, 1
male, single, 0-200 DM, 36, other credits existing, used car, 5800, <100 DM, 1-4 years, 3, none, 4, other, 34, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 18, other credits existing, radio/television, 1169, unknown, 1-4 years, 4, none, 3, society saving agreement, 29, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 36, delay in paying off, used car, 8947, unknown, 4-7 years, 3, none, 2, other, 31, stores, own, 1, manager/self-employed, 2, yes, yes, 1
female, divorced/separated/married, 0 DM, 21, existing paid back duly till now, radio/television, 2606, <100 DM, <1 year, 4, none, 4, society saving agreement, 28, none, rent, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, no account, 12, other credits existing, furniture/equipment, 1592, >=100 DM, 4-7 years, 3, none, 2, society saving agreement, 35, none, own, 1, skilled employee, 1, none, no, 1
female, divorced/separated/married, no account, 15, existing paid back duly till now, furniture/equipment, 2186, unknown, 4-7 years, 1, none, 4, real estate, 33, bank, rent, 1, unskilled resident, 1, none, yes, 1
male, single, 0 DM, 18, existing paid back duly till now, furniture/equipment, 4153, <100 DM, 1-4 years, 2, co-applicant, 3, other, 42, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 16, other credits existing, new car, 2625, <100 DM, >= 7 years, 2, guarantor, 4, society saving agreement, 43, bank, rent, 1, skilled employee, 1, yes, yes, 2
male, divorced/separated, no account, 20, other credits existing, new car, 3485, unknown, <1 year, 2, none, 4, real estate, 44, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 36, other credits existing, used car, 10477, unknown, >= 7 years, 2, none, 4, np property, 42, none, for free, 2, skilled employee, 1, none, yes, 1
male, married/widowed, no account, 15, existing paid back duly till now, radio/television, 1386, unknown, 1-4 years, 4, none, 2, real estate, 40, none, rent, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 24, existing paid back duly till now, radio/television, 1278, <100 DM, >= 7 years, 4, none, 1, real estate, 36, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, radio/television, 1107, <100 DM, 1-4 years, 2, none, 2, real estate, 20, none, rent, 1, manager/self-employed, 2, yes, yes, 1
male, single, 0 DM, 21, existing paid back duly till now, new car, 3763, unknown, 4-7 years, 2, co-applicant, 2, real estate, 24, none, own, 1, unskilled resident, 1, none, no, 1
male, married/widowed, 0-200 DM, 36, existing paid back duly till now, education, 3711, unknown, 1-4 years, 2, none, 2, other, 27, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 15, delay in paying off, used car, 3594, <100 DM, <1 year, 1, none, 2, society saving agreement, 46, none, own, 2, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 9, existing paid back duly till now, new car, 3195, unknown, 1-4 years, 1, none, 2, real estate, 33, none, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 36, delay in paying off, radio/television, 4454, <100 DM, 1-4 years, 4, none, 4, real estate, 34, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 24, other credits existing, furniture/equipment, 4736, <100 DM, <1 year, 2, none, 4, other, 25, bank, own, 1, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 30, existing paid back duly till now, radio/television, 2991, unknown, >= 7 years, 2, none, 4, other, 25, none, own, 1, skilled employee, 1, none, yes, 1
male, divorced/separated, no account, 11, existing paid back duly till now, business, 2142, >=100 DM, >= 7 years, 1, none, 2, real estate, 28, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 24, all at this bank paid back duly, business, 3161, <100 DM, 1-4 years, 4, none, 2, society saving agreement, 31, none, rent, 1, skilled employee, 1, yes, yes, 2
